file_name_actual,last updated,file_name,file_date,title,category,subcategory,tags,source_file_type,xfile_type,gfile_url,xfile_github_download_url,pdf_gdrive_url,pdf_github_url,conversion_input_file_type,conversion,license,tokens,words,notes,summary_short,h1_count
Assay Cart Drawer Arrangement with Photos.md,2025-12-14 RT updated metadata after BA,Assay Cart Drawer Arrangement with Photos.md,2022-09-12,Assay Cart Drawer Arrangement with Photos,guides,test-site,,gdoc,docx,https://docs.google.com/document/d/1hvCX0wkVYzJ2bgV_zHoNgcqvENygnY97Urr5HYGEB7U,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/guides/test-site/Assay%20Cart%20Drawer%20Arrangement%20with%20Photos.docx,https://drive.google.com/file/d/1wOotzHFPOWPVEB_3xbo3CtBq5xyla-2S,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/guides/test-site/Assay%20Cart%20Drawer%20Arrangement%20with%20Photos.pdf,docx,pandoc,CC BY 4.0 - https://creativecommons.org/licenses/by/4.0/,636,280,photos omitted from md,"The “Assay Cart Drawer Arrangement with Photos” guide lists the required contents for each of the four drawers in a FloodLAMP assay cart, with configurations for both “strips only” and “plates” setups. It standardizes how tubes, racks, saline/inactivation supplies, pipettes, tips, reservoirs, and plate supplies are organized so test-site staff can stock carts consistently and find materials quickly during runs.",0
Collection Kit Assembly Instructions for Staff.md,2025-12-15 RT updated metadata after BA fixed inconsistencies,Collection Kit Assembly Instructions for Staff.md,2022-04-19,Collection Kit Assembly Instructions for Staff,guides,test-site,,gdoc,docx,https://docs.google.com/document/d/1TLE4ChqEiY2n5xBTj0efXt7ygX9NDs-sMJYA8q57_cw,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/guides/test-site/Collection%20Kit%20Assembly%20Instructions%20for%20Staff.docx,https://drive.google.com/file/d/1eW8gsLLEJRJihes-ZUCjVIchpoFxdpOL,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/guides/test-site/Collection%20Kit%20Assembly%20Instructions%20for%20Staff.pdf,docx,gdoc markdown,CC BY 4.0 - https://creativecommons.org/licenses/by/4.0/,165,99,,"The “Collection Kit Assembly Instructions for Staff” outlines hygiene and PPE steps for safely assembling at-home or family collection kits. It specifies the exact kit contents (bag, tubes, swabs, bio-bags, instructions, and name-label stickers) and how to place labels for clear identification and distribution.",0
Consent Adult and Minor CC3 - RT Ctrl.md,2025-12-15 RT updated metadata after BA fixed inconsistencies,Consent Adult and Minor CC3 - RT Ctrl.md,2022-04-14,Consent Adult and Minor CC3 - RT Ctrl,guides,test-site,surveillance,gdoc,docx,https://docs.google.com/document/d/1Pf-n0xZRnbGOfqi7SqMR25_3LfaKdTq2fd5vvN3FOP0,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/guides/test-site/Consent%20Adult%20and%20Minor%20CC3%20-%20RT%20Ctrl.docx,https://drive.google.com/file/d/1PTBMz0IaQtJwJ7Ku-X67Ez7rMVPDNzCL,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/guides/test-site/Consent%20Adult%20and%20Minor%20CC3%20-%20RT%20Ctrl.pdf,docx,pandoc,CC BY 4.0 - https://creativecommons.org/licenses/by/4.0/,794,467,,"The FloodLAMP “Voluntary Non-Diagnostic Surveillance Test Consent and Waiver” is an adult-and-minor consent form authorizing collection and non-diagnostic molecular surveillance testing for SARS-CoV-2. It explains that individual results are not provided, outlines referral expectations for diagnostic testing if a pool/individual indicates potential infection, and states key limitations (not a CLIA lab, not medical care). It also includes data disclosure terms to public health authorities, liability waivers, revocation instructions, and signature lines for the participant/guardian and listed minors.",0
Decontamination Procedures.md,2025-12-14 RT updated metadata after BA fixed inconsistencies,Decontamination Procedures.md,2022-10-11,Decontamination Procedures,guides,test-site,,gdoc,docx,https://docs.google.com/document/d/1v7rhZUefNCPczjkAUY3J8IHDkIn_23ZJ7zA5iTjWv6c,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/guides/test-site/Decontamination%20Procedures.docx,https://drive.google.com/file/d/1fmixGyoyCiyXrQfdTgMft8BYyTwJ3Lgf,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/guides/test-site/Decontamination%20Procedures.pdf,docx,pandoc,CC BY 4.0 - https://creativecommons.org/licenses/by/4.0/,888,624,,"The Decontamination Procedures guide defines light, moderate, and draft heavy cleaning workflows for FloodLAMP test-site assay rooms, including PPE requirements and specific steps for surfaces, carts/drawers, racks, floors, and high-touch areas. It standardizes use of 10% bleach followed by 70% ethanol/IPA (with recommended dwell time) and emphasizes contamination control around the amplification area and reagent aliquots.",0
Dos and Donts - Kent Camp (June 2021).md,2026-01-12 BA,Dos and Donts - Kent Camp (June 2021).md,2021-06-28,Dos and Donts - Kent Camp (June 2021),guides,test-site,,gdoc,docx,https://docs.google.com/document/d/1Xd88OCuanZ3WnFr68PNmiUvEznPpSUOf,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/guides/test-site/Dos%20and%20Donts%20-%20Kent%20Camp%20(June%202021).docx,https://drive.google.com/file/d/1maMLYydLOYVQXY8FFTemcnoU4chYdVBw,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/guides/test-site/Dos%20and%20Donts%20-%20Kent%20Camp%20(June%202021).pdf,docx,gdoc markdown,CC BY 4.0 - https://creativecommons.org/licenses/by/4.0/,485,391,,"The Kent Camp Do’s and Don’ts guide is a side-by-side checklist of lab handling practices for PCR-style testing workflows, covering tube selection, labeling, cleaning steps, pipetting technique, positive control handling, and glove changes. It helps reduce contamination risk and prevent sample or plate mix-ups by standardizing small, high-impact habits (e.g., double-labeling racks/plates, bleach-then-ethanol cleaning, and audible counting during sample loading).",0
Drop Ship Initial Receiving Instructions - Template.md,2025-12-15 RT updated metadata after BA fixed inconsistencies,Drop Ship Initial Receiving Instructions - Template.md,2022-08-30,Drop Ship Initial Receiving Instructions - Template,guides,test-site,,gdoc,docx,https://docs.google.com/document/d/1U6gToUGEZFUz4XcJpMaoGXLZqO7pSyZ9mnrx1fYm8wo,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/guides/test-site/Drop%20Ship%20Initial%20Receiving%20Instructions%20-%20Template.docx,https://drive.google.com/file/d/1dUAWAKOhsDeaNV61Ad3aTu-vScCBzxxQ,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/guides/test-site/Drop%20Ship%20Initial%20Receiving%20Instructions%20-%20Template.pdf,docx,gdoc markdown,CC BY 4.0 - https://creativecommons.org/licenses/by/4.0/,368,244,,"The “Drop Ship Initial Receiving Instructions” template is a checklist for confirming and documenting receipt of an initial lab shipment, including quantity verification, damage inspection, and reporting back to FloodLAMP support. It includes a fillable table of expected equipment and supplies (e.g., centrifuge, vortexers, sensors, water bath, light box, saline, freezer/fridge, safety equipment) with columns for received status, expected arrival date, and notes.",0
Facilities Requirements - FloodLAMP.md,2025-12-14 RT updated metadata after BA,Facilities Requirements - FloodLAMP.md,2022-10-11,Facilities Requirements - FloodLAMP,guides,test-site,,gdoc,docx,https://docs.google.com/document/d/1W5Me_GTy66gafTKzOFJ1T4MyR_DclZWb_MpSJMdCZ9M,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/guides/test-site/Facilities%20Requirements%20-%20FloodLAMP.docx,https://drive.google.com/file/d/1PLwIec9rLQxcyD8pH9uZMwRTkVaSrWU8,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/guides/test-site/Facilities%20Requirements%20-%20FloodLAMP.pdf,docx,pandoc,CC BY 4.0 - https://creativecommons.org/licenses/by/4.0/,353,239,,"The Facilities Requirements – FloodLAMP guide defines the required and preferred facility features for running FloodLAMP surveillance screening, covering access control, workspace layout, power needs, and space for dedicated cold storage and monitoring equipment. It supports site planning by outlining acceptable, preferred, and mobile setup options that maintain an efficient and cleanable testing workflow.",0
FloodLAMP Backup Collection Form - Abrome.md,2025-12-14 RT,FloodLAMP Backup Collection Form - Abrome.md,2022-08-01,FloodLAMP Backup Collection Form - Abrome,guides,test-site,,gform,NA,https://docs.google.com/forms/d/14jgRf7MA6dEBkrK8fiPhn5ymCK38ZJqnr9YBAfhIbjc/edit,NA,NA,NA,gform,ai (chatgpt 5.2 pro),CC BY 4.0 - https://creativecommons.org/licenses/by/4.0/,597,349,,"The FloodLAMP Backup Collection Form is a web-based fallback for registering surveillance test samples when the mobile app is unavailable. It ensures sample metadata (tube ID, contributors, sample type) can still be captured and linked to consent, preventing data loss and maintaining chain-of-custody for pooled testing workflows. It was seldom used and introduced due to outages of the FloodLAMP app.",0
FloodLAMP Guides - one-pagers for different roles.md,2025-12-14 RT after BA fixed inconsistencies,FloodLAMP Guides - one-pagers for different roles.md,2021-08-30,FloodLAMP Guides - one-pagers for different roles,guides,test-site,,gslide,pptx,https://docs.google.com/presentation/d/1zeyY8REZVb95yj9WG-PfppJ51BA3vpYtq5vYOoeRHXU/edit?usp=sharing,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/guides/test-site/FloodLAMP%20Guides%20-%20one-pagers%20for%20different%20roles.pptx,https://drive.google.com/file/d/1n2cKNd7SdqDiiBD7EILRsY-CutJ2vvpX,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/guides/test-site/FloodLAMP%20Guides%20-%20one-pagers%20for%20different%20roles.pdf,pdf,ai (claude sonnet 3.5),CC BY 4.0 - https://creativecommons.org/licenses/by/4.0/,719,552,,"The 'FloodLAMP Guides - one-pagers for different roles' compiles a few different documents: the FloodLAMP Mobile App Quick Start Guide, Guide for Sponsors, and Collection Guide for Participants. It explains how to set up the app, sign consent, and use it to run pooled sample collections by scanning tubes and adding participants. It helps sponsors and participants complete collections correctly and track sample status in the testing program.",0
FloodLAMP School Program - Information flyer for families TEMPLATE.md,2025-12-15 RT updated metadata after BA fixed inconsistencies,FloodLAMP School Program - Information flyer for families TEMPLATE.md,2025-04-22,FloodLAMP School Program - Information flyer for families TEMPLATE,guides,test-site,,gdoc,docx,https://docs.google.com/document/d/1g9NkXHjJIvmyAXnyXNY7ctofU7yGkKvcXavsalms1jk,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/guides/test-site/FloodLAMP%20School%20Program%20-%20Information%20flyer%20for%20families%20TEMPLATE.docx,https://drive.google.com/file/d/1snjAR6JeRPm3cLRSGODPr7bpsnS714IL,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/guides/test-site/FloodLAMP%20School%20Program%20-%20Information%20flyer%20for%20families%20TEMPLATE.pdf,docx,pandoc,CC BY 4.0 - https://creativecommons.org/licenses/by/4.0/,1740,1347,,"The FloodLAMP School Program family flyer template explains how a school-based COVID-19 surveillance testing pilot works, including household pooling (up to 4 nasal swabs per tube), at-home self-collection, app registration/consent, and sample drop-off logistics. It provides plain-language guidance on participation, collection timing, kit replenishment, and what happens after testing (only positive pools are contacted), plus an FAQ and a reference copy of the non-diagnostic consent text.",0
Resulting Decision Chart v1.2.md,2025-12-15 RT after BA fixed inconsistencies,Resulting Decision Chart v1.2.md,2022-12-15,Resulting Decision Chart v1.2,guides,test-site,,gsheet,xlsx,https://docs.google.com/spreadsheets/d/1hSqrQPAmpFeEcgxNxtFhQyBI904lUhvz1yx7GcAbefo,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/guides/test-site/Resulting%20Decision%20Chart%20v1.2.xlsx,https://drive.google.com/file/d/1gozC_wEeATUHnF8WQhn10YK_sbCZtXdn,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/guides/test-site/Resulting%20Decision%20Chart%20v1.2.pdf,xlsx,Excel to Markdown extension,CC BY 4.0 - https://creativecommons.org/licenses/by/4.0/,3410,2431,"multiple versions, using Excel to Md conv","The Resulting Decision Chart v1.2 is a set of tabular rules for interpreting FloodLAMP test outcomes using single-triplicate and double-triplicate re-run workflows. It maps initial results and subsequent re-run replicate patterns (positive/negative/inconclusive) to a final reportable call—negative, positive, or inconclusive—so test-site staff can apply consistent decision logic across reruns.",0
Resulting Decision Flow Chart (Single Triplicate Re-run) v1.2.md,2025-12-15 RT updated metadata after BA fixed,Resulting Decision Flow Chart (Single Triplicate Re-run) v1.2.md,2023-06-16,Resulting Decision Flow Chart (Single Triplicate Re-run) v1.2,guides,test-site,,pdf,NA,NA,NA,https://drive.google.com/file/d/1Yzxo03RifzDk05rTzOVQn3MM4mpcoIEK,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/guides/test-site/Resulting%20Decision%20Flow%20Chart%20(Single%20Triplicate%20Re-run)%20v1.2.pdf,pdf,ai (claude sonnet 3.5),CC BY 4.0 - https://creativecommons.org/licenses/by/4.0/,241,82,uses mermaid diagram,"The Resulting Decision (Single Triplicate Re-run) Flow Chart v1.2 defines how to assign final Negative, Positive, or Inconclusive results based on an initial test outcome followed by a single triplicate re-run when needed. It standardizes interpretation thresholds (e.g., 2+ positives or specific mixed patterns) so staff can make consistent resulting calls across runs.",0
Site Checklist - Alpine.md,2025-12-15 RT updated metadata after BA fixed inconsistencies,Site Checklist - Alpine.md,2022-05-24,Test Site Checklist - Alpine,guides,test-site,,gdoc,docx,https://docs.google.com/document/d/1qeZHKgUPQ7ENf7JxHa9MjvVvWuVkw0IUbxPmbd0U9-A,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/guides/test-site/Site%20Checklist%20-%20Alpine.docx,https://drive.google.com/file/d/1PKufMY-68iBrvLUC6dRfTwBpOqOZSQh-,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/guides/test-site/Site%20Checklist%20-%20Alpine.pdf,docx,pandoc,CC BY 4.0 - https://creativecommons.org/licenses/by/4.0/,836,544,,"The Test Site Checklist – Alpine provides step-by-step daily, weekly, and readiness checklists for running FloodLAMP testing at the Alpine site, including setup, reagent/consumables checks, intake logistics, run timing, rerun decision-making, and end-of-day cleanup. It standardizes site operations and communication (via the designated Slack channel) to ensure consistent testing workflow, inventory control, and equipment readiness.",0
Site Checklist - Portola.md,2025-12-15 RT updated metadata after BA fixed inconsistencies,Site Checklist - Portola.md,2022-09-08,Test Site Checklist - Portola,guides,test-site,,gdoc,docx,https://docs.google.com/document/d/1VjrKcGU7XtUMZuwqIMw1UJnDdK1PEeQb2AfyvthtE6U,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/guides/test-site/Site%20Checklist%20-%20Portola.docx,https://drive.google.com/file/d/1WKJ43rBcsk0E8T4wQjf85n9E5rbS5U53,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/guides/test-site/Site%20Checklist%20-%20Portola.pdf,docx,pandoc,CC BY 4.0 - https://creativecommons.org/licenses/by/4.0/,974,637,,"The Test Site Checklist – Portola provides daily, weekly, and site-readiness checklists for running FloodLAMP testing at the Portola location, including setup, cleaning, consumables/reagent verification, tube intake at drop-off points, run execution, rerun handling, and end-of-day shutdown. It standardizes operations and required Slack communications to ensure consistent testing workflow, inventory updates, and equipment readiness.",0
Surveillance Program Results Communications Guidelines.md,2025-12-15 RT updated metadata after BA fixed inconsistencies,Surveillance Program Results Communications Guidelines.md,2022-05-24,Surveillance Program Results Communications Guidelines,guides,test-site,surveillance,gdoc,docx,https://docs.google.com/document/d/1qvBfxsHzN5l8vTx4uRy_AD2JZTaYP0LwInrdAJ5JLP8,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/guides/test-site/Surveillance%20Program%20Results%20Communications%20Guidelines.docx,https://drive.google.com/file/d/1YmyeRJUikyfidHVQQR1MJDCun6_hOGNf,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/guides/test-site/Surveillance%20Program%20Results%20Communications%20Guidelines.pdf,docx,pandoc,CC BY 4.0 - https://creativecommons.org/licenses/by/4.0/,538,384,,"The Surveillance Program Results Communications Guidelines provides approved language for staff to communicate COVID surveillance screening outcomes without giving patient-specific diagnostic results, covering both pooled and non-pooled testing. It includes templates and talking points for notifying sponsors and organizations about positives or inconclusives and referring participants for follow-up diagnostic testing.",0
